age,job,marital,education,default,balance,housing,loan,duration,campaign,pdays,previous,poutcome,deposit
60,management,single,tertiary,no,1034,yes,no,231,3,-1,0,unknown,yes
18,student,single,unknown,no,108,no,no,167,1,-1,0,unknown,yes
54,technician,married,secondary,no,10185,no,no,559,1,70,2,other,yes
59,retired,divorced,tertiary,no,3444,no,no,252,1,185,2,success,yes
32,self-employed,single,tertiary,no,1815,no,no,235,1,102,2,failure,yes
61,self-employed,divorced,tertiary,no,52587,no,no,290,1,-1,0,unknown,yes
31,management,married,tertiary,no,10884,no,no,294,3,98,2,success,yes
42,blue-collar,married,primary,no,201,yes,no,265,1,103,3,success,yes
42,unemployed,married,unknown,no,190,no,no,704,2,-1,0,unknown,yes
42,services,single,tertiary,no,94,yes,no,176,2,90,4,failure,yes
70,housemaid,divorced,primary,no,1311,no,no,651,1,-1,0,unknown,yes
57,technician,married,secondary,no,589,yes,no,167,1,190,5,failure,yes
60,retired,married,secondary,no,1853,no,no,408,1,-1,0,unknown,yes
53,blue-collar,divorced,primary,no,4401,no,no,254,1,-1,0,unknown,yes
48,unemployed,divorced,secondary,no,201,no,no,140,1,-1,0,unknown,yes
30,management,single,tertiary,no,533,no,no,229,2,99,4,success,yes
39,management,single,tertiary,no,3840,yes,no,315,2,-1,0,unknown,yes
42,technician,married,secondary,no,994,yes,no,149,1,78,5,failure,yes
26,admin.,single,secondary,no,96,no,no,349,1,70,3,failure,yes
46,management,married,tertiary,no,1600,yes,yes,1244,1,-1,0,unknown,yes
40,admin.,single,secondary,no,100,yes,no,221,1,461,1,success,yes
39,admin.,married,secondary,no,260,yes,no,175,2,116,2,failure,yes
58,self-employed,married,primary,no,1013,yes,no,206,1,461,1,failure,yes
42,blue-collar,married,secondary,no,413,yes,no,589,2,-1,0,unknown,yes
31,services,single,secondary,no,181,no,no,182,1,104,1,success,yes
21,student,single,secondary,no,123,no,no,449,1,-1,0,unknown,yes
35,self-employed,single,tertiary,no,353,no,no,582,1,-1,0,unknown,yes
50,technician,divorced,unknown,no,2794,no,no,1336,2,-1,0,unknown,yes
36,management,single,tertiary,no,3850,yes,no,239,2,100,4,failure,yes
75,retired,married,primary,no,2970,no,no,641,1,-1,0,unknown,yes
20,student,single,primary,no,6991,no,no,178,2,-1,0,unknown,yes
57,admin.,single,secondary,no,2223,no,no,1064,1,-1,0,unknown,yes
41,management,married,tertiary,no,27696,no,no,147,2,104,1,failure,yes
59,technician,married,secondary,no,116,no,no,398,4,422,3,failure,yes
36,management,married,tertiary,no,2987,yes,no,307,1,-1,0,unknown,yes
18,student,single,primary,no,608,no,no,267,1,-1,0,unknown,yes
34,management,single,tertiary,no,48,yes,no,810,3,93,6,failure,yes
55,management,married,primary,no,113,no,no,306,1,457,3,failure,yes
33,blue-collar,single,secondary,no,498,no,no,338,2,104,1,success,yes
43,technician,married,tertiary,no,2643,no,no,188,3,100,5,success,yes
34,services,married,secondary,no,1337,no,no,255,2,104,1,success,yes
35,services,married,unknown,no,618,no,no,293,1,104,1,success,yes
43,technician,single,secondary,no,451,no,no,289,2,-1,0,unknown,yes
74,retired,married,primary,no,0,no,no,562,2,-1,0,unknown,yes
45,unemployed,divorced,primary,yes,11,no,no,489,5,-1,0,unknown,yes
38,blue-collar,married,secondary,no,1165,yes,no,784,3,94,10,failure,yes
32,management,single,tertiary,no,2465,no,no,414,1,-1,0,unknown,yes
29,admin.,single,tertiary,no,41,yes,no,148,2,-1,0,unknown,yes
31,admin.,married,secondary,no,35,no,no,315,2,105,1,success,yes
50,services,married,secondary,no,3169,no,no,399,1,430,1,failure,yes
44,technician,divorced,secondary,no,14,no,no,234,1,-1,0,unknown,yes
23,student,single,secondary,no,431,no,no,496,2,-1,0,unknown,yes
56,management,married,tertiary,no,616,no,no,293,2,105,2,success,yes
76,retired,married,primary,no,3324,no,no,227,2,192,1,failure,yes
28,technician,single,secondary,no,113,no,no,204,3,105,1,failure,yes
34,management,single,tertiary,no,13014,no,no,738,1,-1,0,unknown,yes
56,retired,married,primary,no,9367,no,no,320,2,101,2,success,yes
45,management,single,tertiary,no,2067,yes,no,393,2,462,1,success,yes
36,technician,single,secondary,no,376,no,no,479,1,-1,0,unknown,yes
57,retired,single,tertiary,no,842,no,no,284,3,-1,0,unknown,yes
49,technician,married,tertiary,no,1235,no,no,354,3,-1,0,unknown,yes
49,management,married,tertiary,no,1,no,no,640,2,101,4,success,yes
37,management,married,tertiary,no,1276,no,no,156,2,-1,0,unknown,yes
46,unemployed,single,tertiary,no,44,no,no,225,1,-1,0,unknown,yes
26,admin.,single,secondary,no,255,no,no,209,2,106,2,success,yes
47,unemployed,married,secondary,no,926,no,no,436,1,403,5,success,yes
36,management,married,primary,no,1506,no,no,326,3,-1,0,unknown,yes
37,student,single,unknown,no,444,no,no,137,1,102,5,success,yes
62,management,married,tertiary,no,557,no,no,185,1,-1,0,unknown,yes
26,blue-collar,single,secondary,no,535,no,no,125,1,-1,0,unknown,yes
45,management,married,tertiary,no,2671,no,no,94,4,-1,0,unknown,yes
63,technician,married,secondary,no,896,yes,no,276,2,-1,0,unknown,yes
25,management,single,tertiary,no,528,no,no,201,1,-1,0,unknown,yes
60,retired,married,unknown,no,209,no,no,391,3,106,1,failure,yes
44,management,married,tertiary,no,226,yes,no,190,3,270,3,failure,yes
33,unemployed,single,tertiary,no,1974,no,no,498,2,191,1,failure,yes
39,entrepreneur,married,tertiary,no,942,yes,no,880,3,267,1,other,yes
46,blue-collar,married,unknown,no,336,yes,no,260,3,457,1,other,yes
42,admin.,married,primary,no,-306,yes,no,308,1,459,1,success,yes
56,management,married,unknown,no,4623,no,no,348,1,-1,0,unknown,yes
82,retired,married,secondary,no,276,no,no,199,1,-1,0,unknown,yes
77,retired,married,tertiary,no,0,no,no,286,1,-1,0,unknown,yes
36,services,single,tertiary,no,1189,no,no,220,1,-1,0,unknown,yes
35,management,single,tertiary,no,431,no,no,343,2,397,1,failure,yes
50,technician,married,secondary,no,2218,yes,no,711,1,-1,0,unknown,yes
62,retired,married,secondary,no,1495,no,no,606,1,196,1,success,yes
26,management,single,tertiary,no,828,yes,no,156,1,199,1,failure,yes
55,management,married,tertiary,no,12972,no,no,205,1,-1,0,unknown,yes
22,student,single,secondary,no,948,no,no,215,1,197,2,failure,yes
30,student,single,secondary,no,48,no,no,161,1,173,1,failure,yes
34,housemaid,married,tertiary,no,0,no,no,148,1,84,2,failure,yes
31,management,married,tertiary,no,537,yes,no,216,1,-1,0,unknown,yes
55,technician,married,secondary,no,1938,no,yes,193,1,386,3,success,yes
49,technician,single,secondary,no,9131,yes,no,532,1,461,5,failure,yes
67,retired,divorced,tertiary,no,443,no,no,441,1,-1,0,unknown,yes
43,admin.,married,secondary,no,132,no,no,574,1,84,3,success,yes
25,technician,single,tertiary,no,3411,no,no,225,2,-1,0,unknown,yes
59,retired,divorced,secondary,no,1,no,no,335,1,-1,0,unknown,yes
44,admin.,married,secondary,no,10905,no,no,240,2,271,1,other,yes
42,management,married,tertiary,no,976,no,no,164,1,-1,0,unknown,yes
29,management,single,tertiary,no,2531,no,no,634,1,-1,0,unknown,yes
32,management,married,tertiary,no,1270,no,no,232,3,-1,0,unknown,yes
30,management,single,tertiary,no,5359,no,no,145,1,84,2,success,yes
38,technician,married,secondary,no,10596,no,no,195,1,197,4,other,yes
22,student,single,tertiary,no,691,no,no,338,1,-1,0,unknown,yes
25,entrepreneur,single,tertiary,no,347,no,no,267,1,-1,0,unknown,yes
34,self-employed,single,tertiary,no,9962,no,no,474,1,-1,0,unknown,yes
27,technician,single,tertiary,no,11862,no,no,217,1,87,6,failure,yes
35,management,single,tertiary,no,1756,no,no,195,1,-1,0,unknown,yes
45,housemaid,married,secondary,no,4068,no,no,184,1,-1,0,unknown,yes
42,management,married,primary,no,5310,yes,no,273,1,90,3,success,yes
20,student,single,secondary,no,215,no,no,228,4,183,1,other,yes
60,admin.,married,secondary,no,106,no,no,216,3,91,1,success,yes
47,management,married,tertiary,no,0,no,yes,374,1,-1,0,unknown,yes
25,student,single,secondary,no,469,no,no,273,1,86,1,other,yes
65,retired,married,secondary,no,2326,no,yes,276,1,-1,0,unknown,yes
50,technician,married,secondary,no,3370,no,no,531,2,80,2,success,yes
22,student,single,secondary,no,144,no,no,116,1,-1,0,unknown,yes
43,admin.,single,secondary,no,733,yes,no,126,1,88,4,success,yes
53,retired,divorced,tertiary,no,-309,yes,no,343,2,428,2,success,yes
71,retired,divorced,secondary,no,5584,no,no,534,3,-1,0,unknown,yes
28,blue-collar,married,secondary,no,61,yes,no,744,1,109,3,success,yes
59,unemployed,married,secondary,no,1047,no,no,438,1,184,3,success,yes
29,management,single,tertiary,no,265,no,no,130,2,94,1,success,yes
51,technician,married,secondary,no,117,no,no,467,2,88,4,other,yes
48,housemaid,married,tertiary,no,5473,no,no,232,2,-1,0,unknown,yes
37,blue-collar,married,primary,no,106,yes,no,511,1,392,13,failure,yes
37,technician,married,tertiary,no,127,yes,no,192,1,193,1,success,yes
64,retired,married,tertiary,no,380,no,no,479,1,-1,0,unknown,yes
69,retired,married,secondary,no,0,no,no,412,2,-1,0,unknown,yes
36,management,married,tertiary,no,255,no,no,242,6,95,4,success,yes
43,services,married,secondary,no,2145,no,no,291,2,95,4,success,yes
63,housemaid,married,primary,no,91,no,no,128,3,-1,0,unknown,yes
70,retired,married,secondary,no,1853,no,no,314,1,-1,0,unknown,yes
60,technician,single,primary,no,11262,no,no,323,1,-1,0,unknown,yes
86,retired,divorced,primary,no,0,no,no,189,1,-1,0,unknown,yes
72,retired,married,secondary,no,1129,no,no,186,1,-1,0,unknown,yes
60,retired,married,tertiary,no,108,no,no,624,1,-1,0,unknown,yes
43,management,single,tertiary,no,1696,yes,no,257,1,474,3,failure,yes
57,management,divorced,unknown,no,854,no,no,700,4,92,1,failure,yes
28,management,single,tertiary,no,223,yes,no,157,2,119,1,other,yes
36,blue-collar,single,secondary,no,40,yes,no,259,3,475,4,success,yes
66,retired,married,secondary,no,2048,no,no,212,1,-1,0,unknown,yes
33,technician,single,tertiary,no,3689,no,no,445,3,-1,0,unknown,yes
36,technician,single,secondary,no,539,yes,no,398,2,477,1,failure,yes
29,technician,single,secondary,no,590,no,no,81,1,94,1,success,yes
62,unemployed,married,secondary,no,780,no,no,162,2,-1,0,unknown,yes
34,blue-collar,married,secondary,no,1464,yes,no,207,3,130,5,other,yes
29,unemployed,single,tertiary,no,1311,no,no,622,1,-1,0,unknown,yes
30,management,married,tertiary,no,7,yes,no,173,1,164,4,other,yes
32,technician,married,tertiary,no,636,yes,no,370,1,116,4,success,yes
39,blue-collar,single,primary,no,24277,no,no,261,1,-1,0,unknown,yes
55,admin.,divorced,secondary,no,1872,no,no,155,2,93,8,failure,yes
36,management,single,tertiary,no,490,no,no,207,8,98,1,failure,yes
27,student,single,tertiary,no,118,no,no,160,3,98,1,failure,yes
45,management,married,tertiary,no,4119,yes,yes,473,2,283,1,success,yes
55,management,married,unknown,no,1504,yes,no,186,3,101,2,success,yes
52,blue-collar,married,secondary,no,2087,yes,no,267,1,474,1,failure,yes
49,management,single,tertiary,no,5689,no,no,470,1,97,3,failure,yes
30,blue-collar,married,primary,no,201,yes,no,219,1,157,12,failure,yes
39,management,married,tertiary,no,119,yes,no,265,2,476,4,success,yes
48,management,divorced,tertiary,no,17964,yes,no,120,1,98,5,success,yes
36,management,married,tertiary,no,1113,no,no,212,1,-1,0,unknown,yes
27,admin.,married,secondary,no,1596,no,no,82,1,-1,0,unknown,yes
51,management,married,tertiary,no,2635,no,no,181,1,98,2,failure,yes
48,technician,married,secondary,no,568,yes,no,378,2,386,1,success,yes
70,retired,married,secondary,no,2626,no,no,140,2,-1,0,unknown,yes
63,retired,married,secondary,no,4752,no,no,233,2,-1,0,unknown,yes
34,services,single,secondary,no,528,yes,no,121,3,100,5,other,yes
46,admin.,married,tertiary,no,2552,no,no,260,1,94,8,success,yes
31,self-employed,single,tertiary,no,3343,no,no,365,1,94,1,success,yes
32,admin.,married,secondary,no,995,no,no,331,1,99,2,other,yes
40,unemployed,single,tertiary,no,7968,no,no,733,1,93,1,success,yes
30,admin.,single,secondary,no,0,no,no,316,3,-1,0,unknown,yes
55,management,married,primary,no,2587,no,no,328,2,94,2,success,yes
57,management,divorced,tertiary,no,6468,yes,no,730,1,157,4,failure,yes
59,admin.,single,secondary,no,4744,no,no,879,1,-1,0,unknown,yes
26,technician,single,secondary,no,1231,yes,no,230,1,93,7,success,yes
73,retired,married,unknown,no,3443,no,no,770,3,-1,0,unknown,yes
30,admin.,single,secondary,no,2568,no,no,563,1,100,4,other,yes
64,retired,married,tertiary,no,1644,no,no,569,4,-1,0,unknown,yes
36,technician,married,tertiary,no,1354,no,no,281,3,97,2,success,yes
55,admin.,married,secondary,no,602,no,no,350,1,98,5,success,yes
63,retired,married,tertiary,no,1795,no,no,219,1,-1,0,unknown,yes
52,technician,married,secondary,no,0,yes,no,211,1,294,1,failure,yes
34,management,single,tertiary,no,268,no,no,587,1,-1,0,unknown,yes
36,services,married,secondary,no,52,yes,no,351,1,95,6,success,yes
31,management,single,tertiary,no,924,no,no,231,1,94,3,success,yes
47,retired,single,primary,no,3033,no,no,293,1,-1,0,unknown,yes
50,admin.,married,tertiary,no,6574,no,no,495,1,92,3,success,yes
70,retired,divorced,secondary,no,0,no,no,206,1,-1,0,unknown,yes
18,student,single,unknown,no,108,no,no,169,1,-1,0,unknown,yes
33,self-employed,married,secondary,no,409,no,no,165,1,97,4,success,yes
24,technician,single,secondary,no,726,no,no,445,2,-1,0,unknown,yes
25,admin.,single,secondary,no,1871,no,no,260,1,96,1,success,yes
26,management,single,tertiary,no,1094,yes,no,137,1,-1,0,unknown,yes
32,management,single,tertiary,no,2915,no,no,519,1,131,2,failure,yes
25,student,single,unknown,no,480,no,no,140,1,-1,0,unknown,yes
58,management,married,tertiary,no,1227,no,no,400,2,95,1,success,yes
42,management,married,tertiary,no,1205,no,no,376,2,-1,0,unknown,yes
30,blue-collar,single,secondary,no,161,no,yes,298,3,-1,0,unknown,yes
76,retired,divorced,primary,no,802,no,no,475,5,-1,0,unknown,yes
79,retired,married,secondary,no,723,no,no,276,1,79,3,failure,yes
70,retired,married,primary,no,6538,no,no,394,1,-1,0,unknown,yes
30,management,single,tertiary,no,147,no,no,234,1,100,1,failure,yes
60,retired,married,secondary,no,0,no,no,408,1,-1,0,unknown,yes
51,unemployed,married,secondary,no,1416,no,no,345,1,-1,0,unknown,yes
71,retired,married,tertiary,no,14220,yes,no,397,1,-1,0,unknown,yes
31,management,single,tertiary,no,12569,no,no,344,1,295,1,failure,yes
32,admin.,single,secondary,no,555,yes,no,344,1,-1,0,unknown,yes
34,management,married,tertiary,no,158,no,no,278,2,132,4,failure,yes
28,admin.,single,secondary,no,261,yes,yes,259,2,98,4,success,yes
45,management,married,tertiary,no,786,no,no,84,3,-1,0,unknown,yes
53,entrepreneur,married,primary,no,27,yes,no,230,3,-1,0,unknown,yes
38,unknown,single,tertiary,no,0,no,no,260,3,95,3,success,yes
56,admin.,single,secondary,no,2815,yes,no,212,1,-1,0,unknown,yes
42,technician,married,secondary,no,3082,no,no,285,1,-1,0,unknown,yes
47,technician,married,secondary,no,1233,yes,no,91,1,100,2,other,yes
73,retired,married,unknown,no,739,no,no,210,1,-1,0,unknown,yes
46,blue-collar,married,secondary,no,640,yes,no,108,2,129,2,failure,yes
73,retired,married,tertiary,no,1843,no,no,106,2,-1,0,unknown,yes
28,blue-collar,single,secondary,no,322,no,no,240,2,95,3,other,yes
46,management,married,tertiary,no,7331,no,no,658,4,95,2,other,yes
74,retired,married,primary,no,1765,no,no,290,2,-1,0,unknown,yes
71,retired,divorced,tertiary,yes,1236,yes,no,335,4,-1,0,unknown,yes
41,admin.,divorced,secondary,no,6046,yes,yes,185,2,-1,0,unknown,yes
73,retired,married,primary,no,934,no,no,961,5,-1,0,unknown,yes
47,technician,divorced,secondary,no,1013,no,no,170,1,92,3,failure,yes
49,technician,divorced,tertiary,no,596,yes,no,722,1,-1,0,unknown,yes
40,admin.,married,secondary,no,4775,no,no,215,1,-1,0,unknown,yes
57,blue-collar,married,primary,no,3109,no,no,107,2,105,2,success,yes
50,housemaid,married,secondary,no,388,no,no,173,2,99,4,failure,yes
34,blue-collar,married,secondary,no,262,no,no,89,2,106,1,success,yes
56,services,married,secondary,no,654,no,no,875,1,-1,0,unknown,yes
32,technician,single,tertiary,no,1855,no,no,126,2,134,1,other,yes
50,management,divorced,tertiary,no,810,no,no,91,1,103,3,success,yes
54,unemployed,divorced,secondary,no,1664,no,no,106,1,105,3,success,yes
26,management,single,tertiary,no,362,no,no,925,1,104,2,success,yes
40,technician,married,tertiary,no,1293,no,no,1702,3,105,2,success,yes
29,management,single,tertiary,no,874,yes,no,152,1,103,1,success,yes
52,housemaid,married,primary,no,10943,no,no,292,1,-1,0,unknown,yes
38,technician,married,secondary,no,4539,no,no,387,1,-1,0,unknown,yes
46,management,married,tertiary,no,2817,no,no,543,1,-1,0,unknown,yes
26,management,single,tertiary,no,1646,no,no,890,5,-1,0,unknown,yes
25,management,single,tertiary,no,808,no,no,267,2,114,2,failure,yes
70,retired,married,tertiary,no,44,no,no,1104,2,88,2,other,yes
83,retired,married,primary,no,425,no,no,773,1,92,2,success,yes
43,management,divorced,tertiary,no,2367,no,no,83,1,113,3,success,yes
45,blue-collar,married,secondary,no,10252,no,no,173,1,141,2,success,yes
37,admin.,single,tertiary,no,1000,yes,no,239,1,99,2,success,yes
71,retired,divorced,secondary,no,4380,no,no,369,1,-1,0,unknown,yes
27,management,single,tertiary,no,20585,no,no,299,1,100,1,success,yes
47,admin.,married,secondary,no,2601,no,no,261,1,-1,0,unknown,yes
42,management,divorced,tertiary,no,238,no,no,692,1,-1,0,unknown,yes
77,retired,divorced,secondary,no,0,no,no,210,1,-1,0,unknown,yes
61,management,married,tertiary,no,3371,no,no,299,2,-1,0,unknown,yes
57,management,married,tertiary,no,10583,no,no,341,3,98,3,success,yes
34,management,married,tertiary,no,16,yes,no,316,1,119,1,other,yes
40,blue-collar,married,secondary,no,1451,no,no,117,1,121,1,success,yes
84,entrepreneur,married,secondary,no,0,no,no,992,2,-1,0,unknown,yes
26,student,single,secondary,no,132,no,no,194,1,119,1,success,yes
37,technician,married,unknown,no,189,no,no,238,1,107,2,success,yes
47,management,married,tertiary,no,288,no,no,101,1,-1,0,unknown,yes
37,management,single,tertiary,no,1027,yes,no,137,1,119,1,failure,yes
28,management,single,tertiary,no,6784,no,no,502,1,115,3,other,yes
54,management,married,tertiary,no,1464,no,no,194,2,94,1,success,yes
54,management,married,tertiary,no,8295,no,no,849,2,119,1,success,yes
61,retired,married,secondary,no,2917,no,no,215,1,-1,0,unknown,yes
30,technician,single,secondary,no,158,no,no,144,1,-1,0,unknown,yes
60,retired,married,primary,no,1588,no,no,728,1,-1,0,unknown,yes
44,management,married,unknown,no,282,no,no,296,3,-1,0,unknown,yes
33,management,single,tertiary,no,5437,no,no,201,1,58,3,failure,yes
25,admin.,single,tertiary,no,1185,no,no,290,1,114,1,failure,yes
54,unknown,married,unknown,no,895,no,no,335,1,-1,0,unknown,yes
24,blue-collar,single,secondary,no,1857,yes,no,147,1,92,5,other,yes
36,technician,married,tertiary,no,4596,yes,no,234,2,175,2,success,yes
58,retired,married,primary,no,565,no,no,153,1,93,1,success,yes
33,management,single,tertiary,no,1781,no,no,611,2,183,1,success,yes
27,admin.,married,secondary,no,3415,no,no,266,3,184,1,success,yes
60,admin.,divorced,secondary,no,12039,no,no,261,1,187,1,success,yes
56,unemployed,married,secondary,no,12,no,no,511,3,187,1,failure,yes
25,technician,single,secondary,no,139,no,yes,138,1,-1,0,unknown,yes
21,student,single,secondary,no,2488,no,no,180,1,-1,0,unknown,yes
73,retired,divorced,secondary,no,7111,yes,no,146,1,-1,0,unknown,yes
67,management,divorced,tertiary,no,361,no,no,411,2,-1,0,unknown,yes
51,entrepreneur,divorced,tertiary,no,2109,no,no,79,2,-1,0,unknown,yes
48,management,married,tertiary,no,1093,yes,yes,1226,2,-1,0,unknown,yes
35,management,single,tertiary,no,2646,no,no,221,1,182,1,success,yes
61,self-employed,divorced,tertiary,no,6,yes,no,210,1,182,2,success,yes
35,technician,single,tertiary,no,670,no,no,301,2,-1,0,unknown,yes
36,admin.,divorced,secondary,no,592,no,no,204,2,99,5,failure,yes
83,retired,single,primary,no,1965,no,no,1003,3,-1,0,unknown,yes
50,management,married,primary,no,313,no,no,958,1,-1,0,unknown,yes
66,housemaid,married,primary,no,40,no,no,290,2,-1,0,unknown,yes
58,technician,married,primary,no,4198,no,no,441,5,246,5,failure,yes
30,management,single,tertiary,no,536,no,no,244,1,105,1,success,yes
54,blue-collar,married,primary,no,1311,no,no,485,3,184,3,failure,yes
26,admin.,single,secondary,no,766,no,no,457,2,-1,0,unknown,yes
43,services,married,primary,no,2557,yes,no,166,3,183,5,success,yes
40,unemployed,single,tertiary,no,79,no,no,570,1,135,1,failure,yes
57,management,married,tertiary,no,1318,no,no,115,1,185,2,failure,yes
75,retired,married,secondary,no,3771,no,no,186,1,183,1,failure,yes
77,retired,married,tertiary,no,0,no,no,847,1,60,1,success,yes
31,management,married,tertiary,no,6138,no,no,154,2,119,5,failure,yes
22,services,single,secondary,no,129,no,no,258,1,-1,0,unknown,yes
50,management,married,tertiary,no,469,no,no,170,1,183,1,success,yes
27,management,married,tertiary,no,893,no,no,154,2,-1,0,unknown,yes
73,retired,married,unknown,no,519,no,no,434,1,57,1,failure,yes
37,services,married,secondary,no,4017,no,no,156,1,-1,0,unknown,yes
44,technician,single,tertiary,no,643,no,no,324,1,143,3,failure,yes
40,technician,married,secondary,no,2338,no,no,717,2,-1,0,unknown,yes
61,management,married,tertiary,no,0,no,no,136,2,-1,0,unknown,yes
61,technician,divorced,secondary,no,6481,no,no,131,1,-1,0,unknown,yes
47,blue-collar,married,secondary,no,820,no,no,98,1,-1,0,unknown,yes
47,services,single,unknown,no,1784,no,no,385,2,-1,0,unknown,yes
76,housemaid,divorced,primary,no,1411,no,no,233,2,187,3,success,yes
30,student,single,tertiary,no,7529,no,no,328,1,-1,0,unknown,yes
39,technician,married,tertiary,no,206,no,no,148,2,195,2,success,yes
72,retired,married,primary,no,1388,no,no,513,1,-1,0,unknown,yes
77,retired,married,unknown,no,1807,no,no,373,1,-1,0,unknown,yes
36,technician,married,secondary,no,480,no,no,213,1,-1,0,unknown,yes
65,retired,married,secondary,no,571,yes,no,349,1,183,2,success,yes
54,technician,married,secondary,no,3994,no,yes,595,2,187,2,success,yes
46,admin.,single,secondary,no,1693,yes,no,427,1,-1,0,unknown,yes
28,management,single,tertiary,no,80,no,no,676,2,146,2,failure,yes
61,management,married,tertiary,no,267,no,no,192,3,184,1,success,yes
53,housemaid,married,primary,no,2581,no,no,828,1,189,1,failure,yes
27,student,single,tertiary,no,1134,no,no,825,1,183,4,success,yes
55,unemployed,divorced,secondary,no,309,no,no,467,2,184,1,success,yes
33,management,single,tertiary,no,6807,no,no,512,2,184,1,success,yes
87,retired,divorced,primary,no,6746,no,no,749,1,-1,0,unknown,yes
57,management,married,tertiary,no,375,no,no,135,1,-1,0,unknown,yes
33,self-employed,single,tertiary,no,658,yes,no,307,1,208,1,success,yes
51,technician,married,secondary,no,371,yes,yes,287,1,-1,0,unknown,yes
76,retired,divorced,primary,no,2693,no,no,107,2,-1,0,unknown,yes
19,student,single,secondary,no,329,no,no,252,2,-1,0,unknown,yes
33,admin.,married,tertiary,no,79,yes,no,249,2,335,2,failure,yes
55,management,divorced,tertiary,no,0,no,no,360,5,-1,0,unknown,yes
31,blue-collar,single,unknown,no,6281,no,no,257,1,128,3,other,yes
92,retired,married,unknown,no,775,no,no,313,3,-1,0,unknown,yes
30,technician,single,tertiary,no,411,no,no,127,3,149,2,failure,yes
68,retired,single,tertiary,no,2144,no,no,277,1,184,2,success,yes
41,technician,single,tertiary,no,431,no,no,133,1,107,2,success,yes
29,self-employed,married,secondary,no,123,no,yes,247,1,184,3,success,yes
27,blue-collar,single,secondary,no,3792,no,no,504,1,183,2,success,yes
78,retired,married,unknown,no,4807,no,no,1002,4,-1,0,unknown,yes
82,retired,married,primary,no,8603,no,no,306,3,107,1,success,yes
29,technician,single,tertiary,no,2178,no,no,260,2,139,1,other,yes
76,retired,married,tertiary,no,2991,no,no,344,1,183,1,success,yes
38,management,married,tertiary,no,4174,no,no,336,2,184,5,failure,yes
60,technician,married,secondary,no,10925,no,no,270,3,185,1,success,yes
33,services,divorced,secondary,no,2411,yes,no,130,1,161,1,failure,yes
43,blue-collar,married,secondary,no,14646,no,no,210,1,-1,0,unknown,yes
61,retired,married,secondary,no,86,no,no,149,1,-1,0,unknown,yes
43,technician,single,unknown,no,11115,no,no,476,1,74,2,success,yes
57,management,married,primary,no,6900,no,no,255,4,185,2,failure,yes
33,management,married,tertiary,no,5878,no,no,438,1,430,2,failure,yes
77,management,married,unknown,no,1780,yes,no,221,2,183,3,success,yes
35,technician,single,secondary,no,183,no,no,281,1,52,4,failure,yes
59,retired,married,primary,no,3648,no,no,257,2,126,3,success,yes
76,retired,married,secondary,no,4112,no,no,282,2,-1,0,unknown,yes
73,retired,married,primary,no,542,no,no,355,1,180,5,failure,yes
81,retired,married,primary,no,243,no,no,131,1,-1,0,unknown,yes
41,unknown,single,unknown,no,942,no,no,143,1,188,1,success,yes
57,technician,married,secondary,no,254,no,no,207,1,-1,0,unknown,yes
28,technician,single,unknown,no,0,yes,no,96,1,267,1,failure,yes
38,blue-collar,single,secondary,no,0,no,no,297,1,75,3,failure,yes
52,services,married,secondary,no,992,yes,no,424,1,515,1,failure,yes
22,student,single,secondary,no,23,no,no,137,1,-1,0,unknown,yes
53,unknown,married,primary,no,732,no,no,759,2,-1,0,unknown,yes
60,admin.,married,unknown,no,4629,yes,no,624,1,-1,0,unknown,yes
56,management,married,secondary,no,0,no,no,298,1,111,8,other,yes
38,housemaid,divorced,secondary,no,70,no,no,255,3,148,1,success,yes
44,management,single,tertiary,no,5063,no,no,418,2,-1,0,unknown,yes
69,retired,divorced,secondary,no,4572,no,no,146,2,56,1,other,yes
36,student,single,tertiary,no,129,no,no,149,1,-1,0,unknown,yes
75,self-employed,married,unknown,no,4984,no,no,509,1,-1,0,unknown,yes
65,retired,married,primary,no,1004,no,no,371,1,-1,0,unknown,yes
64,retired,married,secondary,no,4787,no,no,501,1,-1,0,unknown,yes
30,admin.,single,secondary,no,914,yes,no,524,3,272,1,failure,yes
57,housemaid,married,tertiary,no,2326,no,no,207,1,194,1,success,yes
31,management,married,tertiary,no,81,yes,no,164,2,-1,0,unknown,yes
36,management,married,tertiary,no,203,no,no,139,1,-1,0,unknown,yes
64,management,married,tertiary,no,3951,no,no,164,1,-1,0,unknown,yes
54,technician,married,unknown,no,240,yes,no,142,1,-1,0,unknown,yes
26,admin.,single,secondary,no,338,no,no,209,1,188,2,unknown,yes
51,self-employed,single,secondary,no,0,no,no,1707,2,-1,0,unknown,yes
72,retired,married,secondary,no,0,no,no,189,3,-1,0,unknown,yes
30,management,married,tertiary,no,944,no,no,251,2,-1,0,unknown,yes
60,blue-collar,married,primary,no,5,no,no,401,1,-1,0,unknown,yes
30,management,single,tertiary,no,697,no,no,215,3,80,5,success,yes
66,retired,married,tertiary,no,1948,no,no,106,2,269,2,failure,yes
50,technician,married,secondary,no,3654,no,no,215,2,78,2,other,yes
47,management,single,tertiary,no,551,no,no,124,1,-1,0,unknown,yes
80,retired,married,primary,no,997,no,no,746,2,86,1,other,yes
61,management,married,tertiary,no,477,yes,no,377,1,520,1,other,yes
47,management,married,tertiary,no,3663,no,no,424,2,213,3,success,yes
30,technician,single,secondary,no,853,no,no,279,1,148,1,failure,yes
